File,Percent Increase
Mughal emperor,51.02
Order of the Star of India,49.9
Peelite,49.86
Potato blight,48.85
Birching,48.32
Canada 12d black,48.28
1897 Diamond Jubilee Honours,47.62
Hanoverian princess,47.06
House of Romanov,45.82
House of Orléans,45.37
Exposition Universelle (1855),45.19
Blazon,44.1
Grand Duke Kirill Vladimirovich of Russia,43.9
John Balliol,43.55
Hohenzollern-Sigmaringen,43.21
Chloroform,42.98
"Infante Alfonso, Duke of Galliera",42.47
Joseph Lister,42.37
Journal of British Studies,41.94
Coat of arms of Ireland,40.99
Order of Saint Isabel,40.82
Bodleian Library,40.78
Duncan I of Scotland,40.58
Lulach,40.07
"Clock Tower, Brighton",40.0
Khartoum,39.75
"Montagu Corry, 1st Baron Rowton",39.53
Chalon head,39.29
Carbolic acid,38.71
"Margaret, Maid of Norway",37.77
Order of the White Elephant,37.7
Kingdom of Serbia,37.48
King Charles Spaniel,37.01
James I of Scotland,36.79
Comptroller,36.77
Alexander III of Scotland,36.15
Lord Melbourne,36.09
Acts of Union 1707,35.11
Malcolm III of Scotland,34.79
Cherbourg,34.19
Crimean War,33.89
Kolkata,33.41
Order of the Royal House of Chakri,33.33
"Ernst II, Prince of Hohenlohe-Langenburg",32.62
"John Russell, 1st Earl Russell",32.51
House of Commons of the United Kingdom,32.03
Cherries jubilee,31.68
Indian Rebellion of 1857,31.61
A. C. Benson,31.35
David I of Scotland,31.27
Order of the Indian Empire,31.23
Palace of Versailles,31.11
Crest (heraldry),31.11
Kingdom of Portugal,30.95
Maud Gonne,30.93
Jubilee Tower,30.0
James IV of Scotland,29.38
"Frederick III, German Emperor",29.33
Edward Balliol,28.57
Chartists,28.57
Great Exhibition,28.12
Order of the Cross of Takovo,28.0
"Francis Conyngham, 2nd Marquess Conyngham",27.11
Azure (heraldry),26.9
Great Famine (Ireland),26.77
Order of Queen Maria Luisa,26.53
Order of Aftab,26.53
July Monarchy,26.01
Pale (heraldry),26.01
Grand Duchy of Hesse,25.85
Hackpen White Horse,25.81
Mexican Imperial Orders,25.78
British Whig Party,24.93
Kenneth MacAlpin,24.7
Penny Red,23.98
Isle of Wight,23.52
"National Portrait Gallery, London",23.09
Australia,22.07
Hector Bolitho,21.87
Alexander II of Russia,21.16
LibriVox,21.02
Not guilty by reason of insanity,20.93
Louis Philippe I,20.17
Penny Lilac,19.8
Felice Orsini,18.58
Lion (heraldry),18.5
Les Invalides,18.16
HarperCollins,18.14
Inverted Head 4 Annas,16.67
Kingdom of Prussia,15.59
Causantín mac Cináeda,15.58
Francis I of France,15.04
Killarney,14.96
Abscess,14.12
Presbyterian,14.11
British East India Company,13.81
"Frederick Ponsonby, 1st Baron Sysonby",12.82
Gules,12.74
Donald III of Scotland,12.68
Canada 2c Large Queen on laid paper,12.24
Christopher Hibbert,12.08
Jamaica,12.04
Pomeranian (dog),11.83
Jiří Louda,11.54
Order of the Seal of Solomon,11.51
Farthing (British coin),11.1
Mourning,9.54
Darmstadt,9.15
"Alexei Nikolaevich, Tsarevich of Russia",8.73
Alexander I of Russia,8.37
Edward I of England,7.89
Ethiopian Empire,7.45
Abolitionism in the United Kingdom,7.38
Order of Louise,5.93
Lord Palmerston,1.02
British Relief Association,0
Heinrich von Angeli,0
"George Hamilton-Gordon, 4th Earl of Aberdeen",0
British Parliament,0
Order of the White Eagle (Serbia),0
Lytton Strachey,0
Charles George Gordon,-0.28
Bahadur Shah II,-0.79
Malcolm Potts,-13.64
Cecil Woodham-Smith,-15.94
Autocracy,-100.0
"Henry John Temple, 3rd Viscount Palmerston",-100.0
"Edward Smith-Stanley, 14th Earl of Derby",-100.0
Distinguished Service Order,-100.0
French Navy,-100.0
Dictionary of National Biography,-100.0
Diphtheria,-100.0
Landgraviate of Hesse-Darmstadt,-100.0
List of Scottish monarchs,-100.0
"Archibald Primrose, 5th Earl of Rosebery",-100.0
Cunningham Clock Tower,-100.0
Duncan II of Scotland,-100.0
List of foreign visits made by Queen Victoria,-100.0
Edwin Henry Landseer,-100.0
Indian subcontinent,-100.0
Order of Pedro I,-100.0
