File,Percent Increase
Stephen Mallory,40.8
Holy Week,62.18
Civil Rights Movement,122.76
Association for the Study of African American Life and History,38.0
University of Kentucky,10.8
Field artillery in the American Civil War,30.5
Yoruba Americans,195.59
United States Statutes at Large,35.74
Alabama Day,43.75
National Day of Prayer,96.0
Representation of African Americans in media,-100.0
African Americans in Alabama,16.24
Philip Sheridan,6.6
Compromise of 1850,73.2
Battle of Wilson's Creek,26.76
Supreme Court cases of the American Civil War,122.73
Copperhead (politics),50.84
Fox News,40.47
United States presidential inauguration,238.27
Economic history of the United States,118.89
Benjamin Wade,37.82
Sons of Union Veterans of the Civil War,81.22
Robert Anderson (Civil War),30.29
Second Battle of Sabine Pass,68.24
George Floyd protests,100.26
Abraham Lincoln and slavery,117.09
History of African Americans in Detroit,53.33
History of African Americans in Utah,40.41
Confederate States of America,59.15
Texas Independence Day,189.47
Luis Muñoz Marín,7.08
Presentation of Jesus at the Temple,65.73
Scalawag,13.25
John S. Mosby,66.13
Timeline of United States history,57.82
List of U.S. metropolitan areas with large African-American populations,22.71
The Roots,27.21
Coahuila,128.73
Purim,46.58
Confederate Veteran,0
History of slavery in Maryland,314.61
List of African-American historic places in Texas,46.34
Lazarus Saturday,59.15
Mascogos,2939.08
Colin Powell,129.07
Montana in the American Civil War,117.0
Casimir Pulaski Day,205.95
African-American literature,-100.0
Eid al-Adha,487.43
Democratic Party (United States),25.31
History of New Hampshire,46.57
Breeding of enslaved people in the United States,45.63
William H. Seward,15.0
Thurgood Marshall College Fund,20.92
History of the United States,44.76
Glenn Wakai,911.76
Southwestern Athletic Conference,96.04
History of African Americans in Texas,293.4
United States Marine Corps,28.35
Constitution Day (United States),107.81
Barbara-Rose Collins,605.63
List of lynching victims in the United States,94.44
History of Poles in the United States,56.29
African-American musical theater,40.0
Confederados,11.21
Civil War Trails Program,122.03
Feast of the Transfiguration,61.73
Native American Heritage Day,207.28
Oregon in the American Civil War,121.77
Vasant Panchami,41.69
Second inauguration of Barack Obama,78.91
Gilded Age,56.41
Battle of Chickamauga,81.17
Anacostia Community Museum,0
Military Order of the Loyal Legion of the United States,86.48
List of monuments to African Americans,459.37
Mexico,25.29
National Black Chamber of Commerce,105.81
Origins of the American Civil War,39.34
Atlanta campaign,68.86
Voting Rights Act of 1965,93.33
Moment of silence,68.53
List of African-American historic places in North Carolina,66.67
Baltimore riot of 1861,58.1
American Civil War spies,69.61
The Baltimore Sun,69.82
Connecticut in the American Civil War,57.25
Texas,19.81
April Fools' Day,29.45
Federal district,9.43
Harlem Renaissance,69.23
Military Spouse Day,30.43
Courir de Mardi Gras,16.96
Deadline Hollywood,-2.96
CBS News,38.95
Brooks–Baxter War,26.49
Jubilee (biblical),56.43
List of Freedmen's towns,217.74
Senior Week,109.83
Multiculturalism,51.45
Thomas S. Bocock,45.38
History of sports in the United States,34.08
History of slavery in Utah,318.97
House Democratic Caucus,-100.0
J. Sella Martin,162.5
Easter,84.29
American Civil War,55.7
Emmett Till,-0.51
Ku Klux Klan,153.39
Yule,71.2
Federalist Era,175.28
Sivaya Subramuniyaswami,33.33
Pan American Aviation Day,105.13
Newspapers.com,0
Memorials to Abraham Lincoln,53.61
History of African Americans in Dallas–Fort Worth,35.87
List of African-American firsts,99.23
List of African-American historic places in Mississippi,35.56
Vesak,5653.47
Battle of Cold Harbor,187.75
West Virginia Day,2898.72
Reagan Era,-100.0
Freedmen's Bureau,53.31
Michigan in the American Civil War,44.21
Redeemers,219.16
Battle of Mobile Bay,100.26
California in the American Civil War,25.88
African-American women's suffrage movement,64.14
List of U.S. states and territories by African-American population,0
Confederate States presidential election,166.67
History of slavery in West Virginia,211.06
National Childhood Cancer Awareness Month,29.09
Vijayadashami,50.86
1913 Gettysburg reunion,2066.67
General Pulaski Memorial Day,123.08
Louisiana Creole,21.84
History of Delaware,368.11
William Tecumseh Sherman,20.31
States' rights,41.58
Cornerstone Speech,94.78
Gag rule (United States),40.74
"Maryland, My Maryland",856.81
Khordad Sal,45.24
Ash Wednesday,21.59
Habeas Corpus Suspension Act (1863),91.34
History of slavery in Rhode Island,31.03
History of slavery in Minnesota,0
Jubilee,124.93
David Farragut,52.17
Feast of San Gennaro,-19.22
Turning point of the American Civil War,48.16
George Washington Carver,44.36
NAACP,59.63
List of Texas Civil War Union units,76.81
Palm Sunday,31.28
Stepping (African-American),-100.0
Nation of Islam,-100.0
James Seddon,42.77
Allan Pinkerton,207.22
Northern Virginia campaign,-6.3
Independence Day (Hawaii),430.48
List of African-American astronauts,125.5
United States,17.44
Pre-Columbian era,17.01
James Baldwin,152.99
Maryland campaign,45.94
Promised Reformer Day,221.05
Helen Keller Day,748.54
Jim Crow laws,19.74
American Heart Month,100.0
History of the United States (1865–1918),162.54
History of slavery in Georgia (U.S. state),114.66
Reparations for slavery,199.32
Gideon Welles,33.13
Lincoln–Douglas debates,62.42
Siege of Vicksburg,213.86
Uniform Monday Holiday Act,1652.04
List of weapons in the American Civil War,69.41
Eid al-Ghadir,275.67
National School Lunch Week,128.57
Aloe Blacc,97.54
History of African Americans in Dallas-Fort Worth,103.57
Hampton Roads Conference,14.77
Italian-American Heritage and Culture Month,129.91
Music of the American Civil War,31.28
Vicksburg campaign,93.08
Raksha Bandhan,31.31
United Confederate Veterans,0
Carmel Indians,115.91
Battle Hymn of the Republic,305.55
Children of the Confederacy,169.77
Navaratri,46.02
History of slavery in Vermont,65.22
Ascension Day,351.63
George Meade,165.57
Susan B. Anthony,-100.0
African-American cinema,79.55
Tennessee,39.0
Fred Korematsu Day,106.1
Tu BiShvat,26.22
Indian Territory in the American Civil War,74.73
W. E. B. Du Bois,144.71
Kamehameha Day,1261.25
Christmas,25.15
List of memorials to the Grand Army of the Republic,157.14
Washington (state),-100.0
Black nationalism,23.58
District of Columbia,27.93
Irish Americans,19.42
Racial segregation in the United States,77.74
History of the socialist movement in the United States,35.08
Great Depression in the United States,-100.0
Henry Jackson Hunt,128.41
North Carolina in the American Civil War,111.9
Virgin Islands–Puerto Rico Friendship Day,5.26
History of Hispanic and Latino Americans in the United States,-100.0
History of slavery in Nebraska,72.97
List of U.S. communities with African-American majority populations,72.73
Wisconsin in the American Civil War,57.97
Memorial Day,10818.31
Juneteenth,22150.3
Third Enforcement Act,46.95
Saviours' Day,234.8
Kansas Day,45.05
New York City draft riots,313.96
History of cinema in the United States,11.82
History of the United States Space Force,78.06
List of topics related to the African diaspora,42.5
List of memorials to Robert E. Lee,190.65
Fourteenth Amendment to the United States Constitution,53.99
Civil Rights Act of 1968,90.26
The Washington Post,67.54
Edward Brooke,62.1
Civil War Trust,78.86
Thirteenth Amendment to the United States Constitution,663.0
Seattle Center,40.8
Bennington Battle Day,364.84
Nebraska,12.54
Chicago Freedom Movement,111.7
Battle of Galveston,305.31
Gullah,196.01
Sic,41.59
All Saints' Day,36.38
Historical reenactment,62.75
Confederate States Navy,-0.76
Sherman's March to the Sea,-100.0
List of African-American mathematicians,22.97
Union blockade,-100.0
John Brown (abolitionist),14.32
Clean Monday,65.36
Dormition of the Mother of God,62.13
Missouri Day,130.77
Fire-Eaters,10.69
"Solemnity of Mary, Mother of God",103.06
Mid-Eastern Athletic Conference,76.89
C. T. Vivian,201.99
African Americans in Tennessee,222.77
Merikins,263.68
African Americans in New York City,31.35
José Celso Barbosa,110.22
Edwin Stanton,20.88
Montgomery bus boycott,-100.0
Peace Officers Memorial Day,351.82
Chinese New Year,32.34
Maya Angelou,46.18
History of slavery in North Carolina,415.17
Act Prohibiting Importation of Slaves,82.25
Timeline of African-American history,113.77
Peninsula campaign,68.74
Eugenio María de Hostos,6.4
Independence Day (United States),6429.34
Impeachment trial of Andrew Johnson,146.15
Baháʼí Holy Days,331.93
Annette Gordon-Reed,183.09
ISBN (identifier),103.4
420 (cannabis culture),32.71
Harriet Tubman,119.41
Edmund Kirby Smith,249.28
Black power movement,1.86
Mesha Sankranti,71.01
L. Ron Hubbard,40.96
Mardi Gras in the United States,46.8
"Swing Low, Sweet Chariot",232.5
Hanukkah,27.51
Lag BaOmer,-100.0
Contraband (American Civil War),122.31
Ramadan,-100.0
"Nike, Inc.",48.63
Houston Chronicle,127.84
Montgomery C. Meigs,125.92
Pennsylvania in the American Civil War,44.54
List of Union Civil War monuments and memorials,71.19
Constitution of the United States,76.18
Lists of holidays,62.64
List of American Civil War battles,-100.0
Kansas-Nebraska Act,117.53
Judah P. Benjamin,245.75
NPR,108.75
Universal Negro Improvement Association and African Communities League,49.86
Child Health Day,97.62
National Poison Prevention Week,47.17
Creoles of color,54.83
History of Asian Americans,-100.0
Nativity of Saint John the Baptist,2213.74
Spingarn Medal,-100.0
Title 36 of the United States Code,242.26
"Houston, Texas",90.77
Reconstruction Amendments,103.39
PBS,16.45
Melungeon,45.13
Al Edwards (politician),3744.23
Makar Sankranti,-1.17
Malcolm X,-100.0
Confederate Memorial Day,572.44
Julian Bond,75.63
Smithsonian Institution,13.09
Truman Day,61.47
Paul Robeson,40.73
Military history of the United States during World War II,73.23
Battle of Pea Ridge,40.78
Battle of Fort Donelson,29.86
New Great Migration,14.85
Plantation complexes in the Southern United States,102.86
Congress of Racial Equality,100.65
Leonidas Polk,13.95
Lammas,0
Bloomberg News,167.13
Franklin–Nashville campaign,58.33
Hola Mohalla,33.94
New Negro,15.71
CNN,43.85
Stephen Foster Memorial Day,104.35
San Antonio,8.97
History of African Americans in Austin,33.33
Baseball color line,45.1
James G. Birney,1169.8
Labor history of the United States,52.3
Missouri Compromise,40.48
September equinox,198.62
Kwanzaa,197.7
John Quincy Adams and abolitionism,194.76
Chattanooga campaign,79.74
Native American slave ownership,178.82
South Dakota,28.27
Ghost Festival,88.93
Ambrose Burnside,42.76
Title 5 of the United States Code,71.79
Juneteenth (novel),1373.68
Atlanta,33.25
Garveyism,118.52
Hanuman Jayanti,474.54
List of African-American historic places in West Virginia,70.59
Sovereignty Restoration Day,150.93
Bristoe campaign,77.69
San Jacinto Day,148.1
Historiography of the United States,18.91
Samuel Francis Du Pont,258.92
Whitehouse.gov,57.7
Racism against Black Americans,76.26
History of African Americans in Houston,98.05
New Mexico campaign,45.21
Ohio in the American Civil War,111.17
Washington Post,92.57
Black anarchism,39.69
Maryland Day,116.22
Joseph Lowery,9.67
Ēostre,30.62
Campaigns of the American Civil War,74.42
Labor Day,207.87
Promised Messiah Day,26.97
"Fort Worth, Texas",0
"African Americans in Omaha, Nebraska",32.47
Cherokee history,17.67
S2CID (identifier),243.52
Army of the Trans-Mississippi,964.19
African-American folktales,31.58
Chattel slavery,1266.48
Emancipation Proclamation,3105.79
Epiphany (holiday),24.56
School segregation in the United States,-100.0
Appomattox campaign,95.87
James Longstreet,176.16
African Americans in Ghana,48.31
Twin Holy Birthdays,42.5
Women's History Month,250.12
Ketanji Brown Jackson,1601.9
William Rosecrans,65.97
Boxing Day,91.66
J. E. B. Stuart,59.29
Red Shirts (United States),36.52
Saint Patrick's Day,34.29
Post-war,105.52
National Pearl Harbor Remembrance Day,77.14
History of transgender people in the United States,188.69
Winfield Scott,64.45
History of the Jews in the United States,-100.0
James Bevel,143.45
Ugadi,54.31
Siege of Petersburg,29.47
Gay and Lesbian Pride Month,190.48
List of African-American women in STEM fields,30.6
National Prostate Cancer Awareness Month,53.19
IOS,564.06
Red River Campaign,164.42
National Payroll Week,65.38
Slave codes,-1.48
Campaign of the Carolinas,44.07
Parinirvana Day,332.28
List of Texas Civil War Confederate units,7.43
Southern Intercollegiate Athletic Conference,29.07
List of African-American sports firsts,42.6
History of slavery in Mississippi,133.33
List of African-American fraternities,54.43
Prince Kūhiō Day,90.24
Idaho Human Rights Day,168.75
Soul food,83.1
History of the United States Army,61.04
Black Indians in the United States,0
Homestead Acts,-100.0
History of Minnesota,-100.0
Foods of the American Civil War,65.03
American Civil War reenactment,98.0
African Americans in Mississippi,77.84
Guru Tegh Bahadur,555.91
"African Americans in Davenport, Iowa",43.48
Barbara Jordan,42.07
Sojourner Truth,79.72
Election riot of 1874,3907.44
Evacuation Day (Massachusetts),196.23
Samaná English,37.22
National Council of Negro Women,189.78
Assumption of Mary,40.45
Black players in professional American football,64.52
Founding Fathers of the United States,152.08
Charlie Baker,28.49
Black theology,28.37
Filipino American History Month,0.0
Ganesh Chaturthi,15.75
Street fair,369.32
South Carolina Declaration of Secession,92.57
List of populated places in the United States with African-American plurality populations,140.43
Confederate States Marine Corps,23.27
Super Tuesday,23.84
Memphis riots of 1866,1071.48
Lincoln's Birthday,232.63
Cultural assimilation,91.38
General Order No. 3,9650.45
Virginia in the American Civil War,43.17
Laylat al-Qadr,26.62
Baseball,23.57
Ashura,19.08
Military history of African Americans,811.11
Booker T. Washington,76.81
Open access,43.23
Cultural history of the United States,24.05
Zartosht No-Diso,266.67
D. Hamilton Jackson,-100.0
List of African-American United States senators,102.94
Ed Markey,-100.0
African-American women in computer science,45.83
Confederate Home Guard,19.37
Miss Juneteenth,1648.83
University of North Texas Press,135.29
Tulsa race massacre,5391.2
Susan B. Anthony Day,749.46
Public Law (United States),62.11
Clarence Thomas,124.96
African Americans in France,75.0
History of lesbianism in the United States,41.8
Carolina Day,641.07
New York (state),7.05
List of American Civil War Medal of Honor recipients,90.84
History of African Americans in Kentucky,82.81
Transfer Day,56.84
Yom Kippur,-100.0
Alaska Day,165.83
BBC News,44.86
History of religion in the United States,41.95
David Walker (abolitionist),80.54
Execution of the Báb,546.96
Signal Corps in the American Civil War,81.65
African Americans in North Carolina,56.0
United States Congress Joint Committee on the Conduct of the War,0
United States Senate Committee on the Judiciary,100.74
Treatment of slaves in the United States,167.62
International Transgender Day of Visibility,102.96
Twitter,88.36
Sakya Trizin Ngawang Kunga,12.33
Joe Louis,83.97
Michelle Obama,-100.0
History of gay men in the United States,261.97
Battle of Antietam,63.86
Presidents' Day,37.04
First inauguration of Barack Obama,76.24
Holi,1593.47
List of African-American actors,10.12
African-American leftism,197.78
Amelia Boynton Robinson,366.43
History of slavery in Iowa,96.77
Family Day,140.0
Atlanta in the American Civil War,79.27
List of court cases in the United States involving slavery,220.24
United States Virgin Islands,19.01
Battle of Fort Pillow,263.41
Prehistory of the United States,0
Border states (American Civil War),591.03
History of direct democracy in the United States,36.94
John Brown's raid on Harpers Ferry,91.93
Civil War Era National Cemeteries MPS,172.34
National Disability Employment Awareness Month,21.57
Honolulu Star-Advertiser,461.54
Battle of Fort Sumter,-100.0
African-American Muslims,46.72
Mississippi in the American Civil War,31.02
Texas State Historical Association,64.57
John Ericsson,20.91
Cherokee freedmen controversy,4.93
Confederate railroads in the American Civil War,-3.95
Comanche history,6.1
Battle of Franklin (1864),26.93
Race and ethnicity in the United States Census,300.22
Choctaw freedmen,0
English language,42.99
Maryland in the American Civil War,-100.0
American English,23.42
Harriet Tubman Day,156.64
Battle of Atlanta,-100.0
Braxton Bragg,39.02
List of Confederate monuments and memorials,129.26
Sit-in movement,256.08
American Civil War Centennial,84.78
George Henry Thomas,0
"Washington, D.C., in the American Civil War",108.2
Military history of the United States,100.82
Coretta Scott King,113.7
Henry Highland Garnet,18.15
Ralph Bunche,83.67
Guru Purnima,124.72
Slavery in the United States,137.25
Atlanta Journal-Constitution,45.1
Carl Garner Federal Lands Cleanup Day,48.0
Brass Ankles,59.01
Festivus,62.49
Crittenden Compromise,5.35
Battle of Palmito Ranch,440.33
Asian Pacific American Heritage Month,-100.0
Music history of the United States,63.33
The Eighth (United States),136.49
Tisha B'Av,259.39
Student Nonviolent Coordinating Committee,51.29
Black Panther Party,67.07
List of African-American inventors and scientists,40.0
Texas Legislature,598.99
History of the Southern United States,44.91
Partus sequitur ventrem,33.69
Roy Wilkins,83.02
George Washington and slavery,90.65
Elijah Parish Lovejoy,256.61
Gold Star Mother's Day,114.29
Knights of the White Camelia,14.06
Joseph Hooker,71.5
Andrew Young,55.5
Roxbury Heritage State Park,312.12
Second Battle of Bull Run,4537.13
Victory Day (United States),108.96
History of slavery in Louisiana,111.72
International Day of Non-Violence,7.45
Bodhi Day,320.0
Henry Halleck,50.95
WHSV-TV,111.06
Afro–Puerto Ricans,111.17
Old soldiers' home,28.63
Blanche Bruce,70.45
Black Codes (United States),92.06
Adam Clayton Powell Jr.,235.51
Liberation and Freedom Day,181.03
"Winchester, Virginia in the American Civil War",130.77
History of sexual slavery in the United States,28.66
Parents' Day,792.8
Choctaw in the American Civil War,0
Battle of Forts Jackson and St. Philip,49.21
Bleeding Kansas,103.85
International Workers' Day,55.09
Christopher Memminger,68.84
Fort Smith Council,108.7
ʻAbdu'l-Bahá,390.46
Plaçage,5.32
African-American art,964.1
The Negro Motorist Green Book,251.03
Rosa Parks,-100.0
Richard S. Ewell,144.77
Progressive Era,76.42
History of slavery in Montana,195.65
New Year's Eve,19.1
Separate but equal,46.02
Slavery in the colonial history of the United States,138.08
Battle of Laredo,96.08
Doctrine of Father Divine,38.78
1938 Gettysburg reunion,189.95
Maha Shivaratri,35.13
José de Diego,85.15
Jefferson's Birthday,48.28
Apple Inc.,38.82
Civil War Roundtable,154.84
History of slavery in Oklahoma,614.02
Massachusetts in the American Civil War,84.3
Jacksonian democracy,59.14
Igbo Americans,67.19
Kirk–Holden war,105.85
Connecticut,35.44
Martin Luther King Jr. Day,885.61
Haitian emigration,103.16
New Jersey in the American Civil War,137.04
Seven Days Battles,-100.0
Irvin McDowell,21.21
Morgan's Raid,0
African-American dance,102.45
History of African Americans in Philadelphia,89.86
Trent Affair,31.03
Timeline of events leading to the American Civil War,63.25
United States Sanitary Commission,57.67
Civil rights movement (1896–1954),97.43
Magical Negro,53.57
LGBT history in the United States,397.32
West Virginia in the American Civil War,70.45
Shrove Tuesday,152.64
Maundy Thursday,79.14
Territorial evolution of the United States,-100.0
"History of Tallahassee, Florida",2.15
John Brown's Body,137.81
Discovery of Puerto Rico,0
Veterans Day,991.03
Battle of Gettysburg,264.13
Black Nova Scotians,129.33
Negro league baseball,76.51
Battle of Galveston Harbor (1862),157.14
National Day of Reason,71.53
A. Philip Randolph,57.81
History of slavery in Alaska,256.9
James Lawson (activist),75.8
"Galveston, Texas",259.9
Medicine in the American Civil War,149.13
History of African Americans in Los Angeles,5.42
Black school,64.83
History of the United States (1991–2008),208.67
Buddha's Birthday,4458.13
African-American self-determination,70.59
Official Records of the Union and Confederate Armies,0
"Limestone County, Texas",83.33
"History of African Americans in Jacksonville, Florida",23.33
Colorado,14.94
German-American Day,155.36
Hannibal Hamlin,60.13
Day of the Covenant (Baháʼí),61.7
Pentecost,3591.25
Underground Railroad,433.22
Historically black colleges and universities,65.2
Black Canadians,18.25
Atlanta (TV series),32.94
History of slavery in Connecticut,98.88
Blockade runners of the American Civil War,56.93
African Americans in Maryland,163.93
Bob Moses (activist),102.46
Jack Johnson (boxer),102.96
Battle of Dove Creek,48.0
Blackface,36.6
Demographic history of the United States,40.67
Passover,114.69
History of women in the United States,-100.0
Georgia Day,40.32
Reconstruction Era,61.79
Maine,10.91
Voter registration in the United States,-2.86
History of slavery in South Dakota,352.0
Josiah Gorgas,42.22
Constitution Week,73.47
Slavery in New Spain,91.43
National Aviation Day,66.67
Gettysburg campaign,159.8
Congressional Black Caucus,245.91
Ayyám-i-Há,45.95
Fred Shuttlesworth,36.42
History of the United States (1776–1789),321.07
Gambian Creole people,10.07
African Americans,25.7
Efforts to impeach Andrew Johnson,-3.64
Ladies' Memorial Association,382.02
Fifteenth Amendment to the United States Constitution,71.64
History of Japanese Americans,-100.0
David Dixon Porter,48.16
United States Colored Troops,78.96
African Americans in the Revolutionary War,391.57
Independence Day (Israel),216.14
Saint Joseph's Day,786.92
Redlining,33.28
Negro Election Day,0
Asalha Puja,40.26
List of African-American women in medicine,157.02
Vermont in the American Civil War,0
History of medicine in the United States,-100.0
Battle of Corpus Christi,40.0
Minnesota Public Radio,66.15
National Black Caucus of State Legislators,49.12
Father's Day,17188.8
African Americans in Atlanta,59.25
History of the United States (2008–present),366.6
Children of the plantation,24.8
History of slavery in New Jersey,1273.89
List of soft drink flavors,0
History of antisemitism in the United States,142.72
Nonviolence,20.82
Secessionist,172.73
Nowruz,34.04
LGBT History Month,1211.38
Cesar Chavez Day,1250.15
"Cook County, Illinois",10.72
TransAfrica,65.93
Free people of color,77.45
Black Friday (shopping),15.91
United States Military Railroad,82.64
Colonial American bastardy laws,41.24
John Pope (military officer),32.03
History of slavery in Indiana,-100.0
Union Army Balloon Corps,143.82
African-American diaspora,-13.9
Naga Panchami,62.46
North Dakota,12.15
Georgia in the American Civil War,54.16
Florida in the American Civil War,144.96
African-American businesses,105.77
Federal holidays in the United States,2091.92
Shemini Atzeret,7.56
History of slavery in Kansas,90.0
Advent Sunday,42.67
Ralph Abernathy,81.53
Beltane,230.23
Southern United States,18.0
Patriot Day,208.79
Texas State Fair,138.0
Black capitalism,8.92
"Richmond, Virginia",30.16
History of the United States Coast Guard,58.58
Honor America Days,148.0
History of the United States Air Force,51.62
Panic of 1857,15.67
History of African Americans in Kansas,50.72
Groundhog Day,108.25
Dominickers,134.52
Black pride,45.33
Gullah language,178.25
U.S. state,14.33
Louisiana,15.06
Charles Sumner,64.99
Slave states and free states,560.59
South Carolina civil disturbances of 1876,172.07
Enforcement Act of 1870,84.95
Fugitive Slave Act of 1850,-100.0
Popular sovereignty in the United States,-100.0
Easter Monday,81.08
Partisan Ranger Act,52.27
Red velvet cake,30.76
New Orleans in the American Civil War,21.43
United States in World War I,55.03
African-American hair,90.62
New York in the American Civil War,84.62
Alabama in the American Civil War,28.39
Americo-Liberian people,35.93
Fred Gray (attorney),101.4
When Johnny Comes Marching Home,142.83
List of U.S. communities with African-American majority populations in 2000,1.96
Mardi Gras,60.61
Jared Polis,43.1
Stonewall Jackson,178.71
Technological and industrial history of the United States,-100.0
Carnival,5.65
Murder of George Floyd,358.1
History of African Americans in Baltimore,37.5
A. P. Hill,112.4
Second Enforcement Act,133.96
Nanomonestotse,-1.59
History of the United States (1945–1964),441.95
Chalica,65.52
Mobile campaign (1865),215.25
Claudette Colvin,143.86
African-American newspapers,75.33
Black-owned businesses,93.24
Lead Belly,34.72
Immaculate Conception,18.73
Bibliography of the American Civil War,46.83
Sons of Confederate Veterans,0
1864 United States presidential election,41.0
Back-to-Africa movement,7.35
Black mecca,27.32
History of the United States (1918–1945),-100.0
Southern Historical Society,55.65
Fugitive slave laws in the United States,46.81
Ronald Reagan Day,32.32
Union Navy,29.29
David Ige,98.39
African-American history,66.49
Transgender Day of Remembrance,50.65
History of slavery in New Mexico,106.73
Andrew Jackson Hamilton,135.04
List of first African-American mayors,29.22
Black Hebrew Israelites,364.23
New Orleans,-100.0
Pan-Africanism,34.12
Blues,21.72
Atlantic slave trade,14.99
Flag Day (United States),5141.48
Odunde Festival,217.91
Virginia,12.86
Nativity of Jesus,24.14
History of slavery in California,817.13
Afro-Puerto Ricans,0
Tullahoma campaign,0
Redbone (ethnicity),36.78
Lane Debates on Slavery,121.54
Civil rights movement (1865–1896),143.51
New Orleans massacre of 1866,711.17
History of African Americans in San Antonio,43.75
African-American neighborhood,54.39
World Religion Day,57.36
Commemoration of the American Civil War,279.09
History of slavery in New York,87.37
Andrew Hull Foote,28.35
Arkansas in the American Civil War,56.29
African-American middle class,20.69
New Mexico Territory in the American Civil War,82.74
Samuel Cooper (general),40.11
Confederate History Month,280.25
Tennessee in the American Civil War,31.25
List of starting black NFL quarterbacks,40.21
Mawlid,-100.0
Civil Rights Act of 1964,76.65
Gordon Granger,8946.87
Raised fist,161.96
African-American LGBT community,81.46
Pulaski riot,143.4
Law Day (United States),74.29
Daily Kos,63.06
National Breast Cancer Awareness Month,83.15
Oktoberfest celebrations,16.74
Spirit Day,118.69
Portmanteau,125.16
Free Negro,74.53
Lysander Spooner,-100.0
Darwin Day,39.36
List of African-American historic places in South Carolina,38.6
Joe Biden,63.24
Charles Francis Adams Sr.,142.56
Presidency of Joe Biden,-100.0
117th United States Congress,-100.0
Arba'een,63.31
Hallmark holiday,566.01
Wright Brothers Day,68.24
Isabel Wilkerson,31.66
History of slavery in Virginia,108.37
Henry Louis Gates Jr.,42.34
Nat Turner's slave rebellion,194.34
Halloween,21.13
